doc_id=doc_0285 | field=total_amount | candidate_text=301.5 | label=0
doc_id=doc_0285 | field=total_amount | candidate_text=2706.25 | label=1
doc_id=doc_0275 | field=total_amount | candidate_text=77.53 | label=1
doc_id=doc_0242 | field=total_amount | candidate_text=200.0 | label=1
doc_id=doc_0281 | field=total_amount | candidate_text=137500.0 | label=1
doc_id=doc_0281 | field=total_amount | candidate_text=1.0 | label=0
doc_id=doc_0281 | field=total_amount | candidate_text=5.0 | label=0
doc_id=doc_0256 | field=total_amount | candidate_text=6652.98 | label=0
doc_id=doc_0256 | field=total_amount | candidate_text=296.0 | label=0
doc_id=doc_0256 | field=total_amount | candidate_text=296.09 | label=0
doc_id=doc_0256 | field=total_amount | candidate_text=689.97 | label=0
doc_id=doc_0256 | field=total_amount | candidate_text=7791.12 | label=1
doc_id=doc_0336 | field=total_amount | candidate_text=352.01 | label=0
doc_id=doc_0336 | field=total_amount | candidate_text=3693.64 | label=1
doc_id=doc_0332 | field=total_amount | candidate_text=90.97 | label=0
doc_id=doc_0332 | field=total_amount | candidate_text=4400.0 | label=1
doc_id=doc_0332 | field=total_amount | candidate_text=75230.38 | label=0
doc_id=doc_0348 | field=total_amount | candidate_text=297.52 | label=1
doc_id=doc_0229 | field=total_amount | candidate_text=47.0 | label=0
doc_id=doc_0299 | field=total_amount | candidate_text=35730.0 | label=1
doc_id=doc_0299 | field=total_amount | candidate_text=17865.0 | label=0
doc_id=doc_0354 | field=total_amount | candidate_text=2.7 | label=1
doc_id=doc_0352 | field=total_amount | candidate_text=25000.0 | label=1
doc_id=doc_0352 | field=total_amount | candidate_text=254000.0 | label=0
doc_id=doc_0352 | field=total_amount | candidate_text=200.0 | label=0
doc_id=doc_0333 | field=total_amount | candidate_text=1.25 | label=1
doc_id=doc_0247 | field=total_amount | candidate_text=179.19 | label=0
doc_id=doc_0247 | field=total_amount | candidate_text=9500.0 | label=0
doc_id=doc_0247 | field=total_amount | candidate_text=110.0 | label=0
doc_id=doc_0247 | field=total_amount | candidate_text=69.19 | label=1
doc_id=doc_0226 | field=total_amount | candidate_text=16862.56 | label=0
doc_id=doc_0226 | field=total_amount | candidate_text=2529.38 | label=0
doc_id=doc_0282 | field=total_amount | candidate_text=13500.0 | label=1
doc_id=doc_0282 | field=total_amount | candidate_text=2025.0 | label=0
doc_id=doc_0305 | field=total_amount | candidate_text=16220.0 | label=0
doc_id=doc_0305 | field=total_amount | candidate_text=250.0 | label=0
doc_id=doc_0305 | field=total_amount | candidate_text=16470.0 | label=1
doc_id=doc_0374 | field=total_amount | candidate_text=106.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=740.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=150.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=6750.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=7200.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=43950.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=8.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=17.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=50.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=5550.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=450.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=42750.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=6300.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=180.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=6900.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=43200.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=1.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=27.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=28.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=29.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=30.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=34.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=5850.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=7350.0 | label=0
doc_id=doc_0374 | field=total_amount | candidate_text=53400.0 | label=1
doc_id=doc_0359 | field=total_amount | candidate_text=25000.0 | label=1
doc_id=doc_0211 | field=total_amount | candidate_text=73.2 | label=1
doc_id=doc_0338 | field=total_amount | candidate_text=13095.0 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=630.0 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=30600.0 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=33695.0 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=27282.07 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=65058.16 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=10500.0 | label=0
doc_id=doc_0338 | field=total_amount | candidate_text=74158.16 | label=1
doc_id=doc_0398 | field=total_amount | candidate_text=1235.0 | label=0
doc_id=doc_0398 | field=total_amount | candidate_text=92458.16 | label=1
doc_id=doc_0315 | field=total_amount | candidate_text=13000.0 | label=1
doc_id=doc_0207 | field=total_amount | candidate_text=717.5 | label=0
doc_id=doc_0207 | field=total_amount | candidate_text=725.12 | label=0
doc_id=doc_0345 | field=total_amount | candidate_text=95640.5 | label=1
