doc_id=doc_0367 | field=total_amount | candidate_text=1903.0 | label=1
doc_id=doc_0395 | field=total_amount | candidate_text=2250.0 | label=1
doc_id=doc_0387 | field=total_amount | candidate_text=284.0 | label=0
doc_id=doc_0387 | field=total_amount | candidate_text=15.7 | label=0
doc_id=doc_0387 | field=total_amount | candidate_text=17.44 | label=0
doc_id=doc_0387 | field=total_amount | candidate_text=43929.04 | label=1
doc_id=doc_0280 | field=total_amount | candidate_text=49200.6 | label=1
doc_id=doc_0365 | field=total_amount | candidate_text=3000.0 | label=1
doc_id=doc_0212 | field=total_amount | candidate_text=7910.0 | label=1
doc_id=doc_0234 | field=total_amount | candidate_text=1500.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=2770.09 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=2700.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=100.06 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=580.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=50.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=300.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=1625.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=1625.06 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=250.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=1454.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=19625.0 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=19629.06 | label=0
doc_id=doc_0234 | field=total_amount | candidate_text=4628.09 | label=1
doc_id=doc_0200 | field=total_amount | candidate_text=135466.0 | label=0
doc_id=doc_0200 | field=total_amount | candidate_text=21717.0 | label=0
doc_id=doc_0346 | field=total_amount | candidate_text=20000.0 | label=1
doc_id=doc_0302 | field=total_amount | candidate_text=4187.38 | label=0
doc_id=doc_0302 | field=total_amount | candidate_text=22364.25 | label=0
doc_id=doc_0302 | field=total_amount | candidate_text=1597.9 | label=0
doc_id=doc_0302 | field=total_amount | candidate_text=1405.61 | label=1
doc_id=doc_0213 | field=total_amount | candidate_text=2250.0 | label=1
doc_id=doc_0230 | field=total_amount | candidate_text=93.09 | label=0
doc_id=doc_0230 | field=total_amount | candidate_text=719.38 | label=0
doc_id=doc_0372 | field=total_amount | candidate_text=124.81 | label=0
doc_id=doc_0372 | field=total_amount | candidate_text=4322.97 | label=0
doc_id=doc_0372 | field=total_amount | candidate_text=969.38 | label=0
doc_id=doc_0372 | field=total_amount | candidate_text=8517.26 | label=1
doc_id=doc_0328 | field=total_amount | candidate_text=200.0 | label=0
doc_id=doc_0328 | field=total_amount | candidate_text=434723675.0 | label=0
doc_id=doc_0328 | field=total_amount | candidate_text=439723675.0 | label=0
doc_id=doc_0250 | field=total_amount | candidate_text=104.0 | label=0
doc_id=doc_0250 | field=total_amount | candidate_text=540.06 | label=1
doc_id=doc_0380 | field=total_amount | candidate_text=100058.0 | label=1
doc_id=doc_0380 | field=total_amount | candidate_text=13.5 | label=0
doc_id=doc_0260 | field=total_amount | candidate_text=3.0 | label=0
doc_id=doc_0260 | field=total_amount | candidate_text=20.0 | label=0
doc_id=doc_0260 | field=total_amount | candidate_text=30.0 | label=0
doc_id=doc_0260 | field=total_amount | candidate_text=324.8 | label=0
doc_id=doc_0260 | field=total_amount | candidate_text=31401.8 | label=1
doc_id=doc_0326 | field=total_amount | candidate_text=28.0 | label=0
doc_id=doc_0326 | field=total_amount | candidate_text=6310.08 | label=0
doc_id=doc_0326 | field=total_amount | candidate_text=24.13 | label=0
doc_id=doc_0326 | field=total_amount | candidate_text=6013.82 | label=1
doc_id=doc_0356 | field=total_amount | candidate_text=45000.0 | label=1
doc_id=doc_0339 | field=total_amount | candidate_text=160.0 | label=0
doc_id=doc_0339 | field=total_amount | candidate_text=240.0 | label=0
doc_id=doc_0339 | field=total_amount | candidate_text=89.5 | label=0
doc_id=doc_0322 | field=total_amount | candidate_text=2.0 | label=0
doc_id=doc_0322 | field=total_amount | candidate_text=195079.0 | label=1
doc_id=doc_0254 | field=total_amount | candidate_text=220.0 | label=0
doc_id=doc_0254 | field=total_amount | candidate_text=60.0 | label=0
doc_id=doc_0254 | field=total_amount | candidate_text=280.0 | label=0
